timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], memory.used [MiB]
2026/07/19 11:48:51.403, 69, 49.41 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:52.404, 70, 49.67 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:53.405, 69, 49.58 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:54.405, 69, 49.63 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:55.405, 70, 49.65 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:56.406, 70, 49.65 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:57.407, 70, 49.14 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:58.407, 69, 46.65 W, 2450 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:59.407, 71, 36.52 W, 2411 MHz, [N/A], 0 %, [N/A]
2026/07/19 11:49:00.408, 68, 48.55 W, 2450 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:01.408, 71, 54.83 W, 2418 MHz, [N/A], 90 %, [N/A]
